node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
106,111300,86189,55236,95076,124747,86887,79544,19414,85138,124738,233921,73657,38416,26692,36760,32733,19309,87032,143680,69085,25843,39738,51644,37381,148329,108617,143428,41287,53632,2279453
107,119250,20746,62278,45833,91317,103162,28005,24635,91947,77575,175345,69623,52181,23392,56123,28912,49055,57672,40119,43050,61341,72253,118721,74156,57628,20006,108201,25148,142252,1939926
108,13277,37141,34785,24731,21614,50007,9991,19094,15092,48644,22503,57564,64427,45291,42318,53279,48450,55619,62737,71165,46600,45522,66658,30138,65418,26734,57216,67900,40132,1244047
109,48613,37357,32057,23473,26208,26719,16591,75184,39969,65251,56341,47566,43335,59476,48130,97721,63371,108076,50015,91906,41704,46219,61983,64047,26808,33425,47874,55732,49521,1484672
110,66490,62543,53720,30716,45987,29143,63720,20003,49989,25260,21563,53973,41951,22531,6,53725,40330,6675,16703,63880,51726,110068,51133,79289,30263,15483,95095,105151,22544,1329660
111,51843,24909,93123,85113,20011,44638,40197,42190,20631,37411,42679,47897,83699,30025,44623,49421,30885,80583,57992,103385,90044,0,40000,47090,18926,113492,44498,68830,52838,1506973
112,39478,62617,16173,29975,23166,16544,48261,39696,47487,33335,100441,43492,106645,17485,30553,83308,70675,10000,30341,56804,32509,35686,41899,44994,20109,1745,63947,29993,29507,1206865
113,90741,37692,35693,81956,32165,40910,30052,53239,46196,43253,233374,43271,23037,75098,87764,64762,68537,20189,60806,113485,47856,86570,4860,66129,88452,30678,81420,74435,89517,1852137
114,66652,102050,67741,124431,62731,81450,144469,142820,83365,52371,113429,83728,38502,43273,41500,67097,46335,30526,54313,19633,75743,69101,94602,60180,62510,117817,26736,50123,57433,2080661
115,124507,154511,134762,89212,141230,145880,148139,63877,133840,161438,55516,13338,35627,19996,38914,83301,47310,59190,42265,75707,160062,110481,135598,39871,21253,73401,80396,30509,69396,2489527
