node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,dir_43,dir_44,dir_45,dir_46,total
1508,51120,11541,8525,6412,11751,30935,20724,28801,10907,6345,4297,6315,7608,8210,15537,10276,13105,30520,19327,14021,16277,16249,19973,11368,13619,26190,31283,26816,12957,15323,17553,14041,10861,14045,11108,7589,14720,9116,7140,8471,8469,7636,18079,8695,13219,13920,6069,697063
1509,46183,9668,8006,9610,4966,33951,42798,23604,12125,8182,6028,5494,7589,8194,9987,10466,12707,29739,15815,16327,17423,16827,14004,9581,20484,32093,22810,28490,23446,11708,12008,14534,11729,13116,8020,6078,12199,12405,8308,8072,7776,10180,15787,6683,9980,14436,7781,697397
1510,59626,18334,16599,17121,14802,18868,9548,12453,6190,7814,8830,5861,5366,6922,9073,7890,9009,34077,17472,14487,20860,12573,13039,10220,21716,10400,9748,30614,20751,23306,17364,11535,8203,9033,5388,4157,6762,7713,5980,10261,7126,4155,7781,6506,4730,10103,6117,606483
1511,75134,18747,9704,12154,5368,8581,8339,41857,14270,10060,7182,8759,8795,8251,9644,10703,10961,23684,12468,16774,18684,12640,14751,5756,19425,9134,10371,8274,21225,19109,18316,7633,8669,11394,5803,2893,5242,8951,7278,13869,20787,14013,11581,6386,5240,6985,8434,624278
1512,55065,18703,11617,11839,12595,16331,16413,30563,15582,13150,11183,10461,7767,9964,9072,10922,15450,37796,16049,20650,21570,15847,18065,17273,13268,8276,10524,10405,8863,18827,13373,55416,22299,29123,20512,2979,4908,5258,3808,15126,14728,12497,10717,4950,4465,6975,2946,724170
1513,71858,22496,13828,9581,8302,12448,16637,27883,18231,18579,18878,22175,14074,14174,12890,12002,8772,33988,17903,10270,11413,17057,22132,12641,14160,12086,11013,12447,11897,12593,13505,49437,21686,28039,17609,3309,9134,12741,8618,15349,10508,10709,14069,8018,7820,4572,5472,763003
1514,57142,20496,14784,21589,17709,18390,31951,41797,20364,15463,18758,16871,21895,18575,17380,14663,13507,41281,19238,25591,22231,18061,31106,15619,16275,20460,17012,16278,25113,21171,21702,30735,14196,12734,10647,14859,10180,12061,14514,11010,9421,7112,7913,6145,7708,5903,13969,881579
1515,43785,12221,13186,12263,6196,7122,31606,33950,9254,13646,11915,17242,9301,13251,8398,18192,6666,33334,11653,11857,12596,13164,14127,11932,4315,6665,9518,7195,10067,7782,8701,7991,13619,8923,4071,10262,12521,16771,17766,14013,10619,8290,15702,9376,3165,5021,8648,597858
1516,35422,11101,4870,7705,13675,9299,37349,32539,10262,10751,8152,7089,13811,13093,17218,22731,9412,32660,17224,17600,17475,9568,15049,8242,5317,5026,5776,6453,8884,8669,11234,9820,15382,8503,6575,9912,11132,14829,14227,17495,10667,9434,11671,10728,4838,3766,8173,600808
1517,49351,9605,7506,6839,7165,13996,37316,25564,13476,9569,7804,8639,12782,15345,11315,12909,12828,27954,23518,13978,21765,12972,14724,15888,7691,11584,4308,6819,4642,6940,9305,16819,22917,12843,9594,13740,13877,15150,19169,11360,11675,9283,11607,8164,10384,8813,13028,652520
1518,58489,7874,9123,6933,6509,7412,33998,21284,11771,9144,8736,9194,13814,10909,14022,10181,24117,24672,12673,20732,23149,4386,6407,6725,11875,12527,16122,8078,8915,11185,8046,14756,17871,12004,9432,10712,11493,12288,18209,16574,21097,11238,15865,10123,7676,8110,14377,650827
1519,65851,26309,27210,31177,26394,33719,49262,54449,41738,23999,23559,25095,25506,24152,27129,23154,49038,35266,22280,27898,56998,30247,16552,34077,23636,21651,20197,25356,23102,21431,18535,30863,16499,19369,15630,15901,30793,25180,33939,68296,45038,41276,41701,30110,30896,29270,32558,1462286
1520,50735,10250,13336,8694,8579,8632,30716,62682,28121,20976,17914,10474,13284,12320,15422,23058,21135,24255,8234,22706,16459,12671,8038,10276,15469,16797,15954,16450,22890,20220,10703,17255,9348,13219,7824,6771,13744,5270,3726,5674,5760,6260,65109,82711,115889,90648,87159,1113817
1521,54314,14039,17072,8604,11616,7483,5627,28008,33176,19607,9933,13732,8272,11568,12879,10796,36966,25802,12909,15890,17736,16181,8402,6254,5104,9303,9198,14022,14660,16043,15347,16273,7034,13774,7780,6235,11223,7329,5547,6339,8931,3950,30758,38187,68449,42377,45268,809997
1522,53050,13454,8776,10731,7833,6977,8905,13304,13155,13630,11482,19705,7060,5755,4560,10520,65970,29072,25732,40360,15677,13661,9898,10678,10060,6215,10422,15249,9234,9134,15893,28421,6625,8856,4274,4155,5882,7164,6676,5398,5245,5722,21344,25980,37546,22175,24578,716193
1523,31507,11228,10402,7441,9142,7428,19289,18212,8028,10769,10415,9475,13407,8680,7093,5617,64185,22763,18711,36031,18454,21695,15583,14561,10329,11188,11181,10895,13840,17192,14673,34023,6943,10653,13555,18018,15758,18386,11144,11698,11794,16235,51732,26775,50105,27153,33164,846550
1524,33586,7655,9305,7305,7727,10437,14622,16635,10761,10062,8113,19195,15355,17144,13320,10473,46319,22134,18299,19176,13703,12290,11521,14230,12302,10885,12213,16446,13477,19790,22880,44725,7946,11910,8967,15464,16615,18792,8523,8951,11058,9111,36611,22467,45295,22076,25710,791581
1525,38000,12854,12395,9002,8136,8500,18451,14192,11990,10040,11107,15140,16636,15998,13395,24011,41534,12272,30867,55028,31556,28754,25495,20904,16142,18625,21437,16668,17784,20845,24183,47257,11950,11931,13033,10262,15578,18536,10669,8754,11241,8579,44460,27761,44899,28221,32401,967473
1526,29135,7382,6354,6913,5881,9713,11632,72551,10409,15077,13178,8278,5700,13536,7701,17926,50686,36271,33080,37036,29702,25994,18452,12602,10570,10322,13707,12420,11903,8425,9241,56350,8299,13438,11390,12261,10156,21811,7488,5263,5553,6043,34027,22973,40578,24665,29195,871267
1527,31381,6874,9636,7899,8129,5781,12225,77028,10313,10235,12682,13217,7262,9970,25000,19747,35601,12308,19900,19651,16432,23455,18471,15503,13505,6818,14094,11196,14197,13075,12037,28974,7672,11283,11117,10542,7953,13442,14364,6315,5230,4823,37639,23037,34753,22967,26647,780380
1528,20847,5141,9938,9168,7025,9205,3323,63133,7943,7843,5447,10536,11147,8515,7996,18995,41281,17321,16372,22863,16205,15817,21809,10326,10527,7209,9204,21102,11148,8722,6029,44180,4266,10292,6585,4384,7535,5726,6243,5282,7021,6365,21522,19862,28401,16378,21513,657692
1529,26500,4746,9748,7815,9252,9051,7646,75899,11263,4469,6443,7789,10370,9101,7432,4820,27713,8713,9694,19285,16592,12010,9452,13402,16381,10218,13107,10109,24827,15250,12604,43516,10195,9762,9693,7037,7768,6526,3615,6176,2933,9797,24622,20905,33297,12713,23989,664245
1530,31962,6358,7705,4264,7182,6539,6430,63855,7715,7160,3893,6860,7468,11823,8127,7281,28006,9564,19489,16178,11988,11593,9062,16152,11866,9245,12445,10023,12420,27345,17347,30760,10478,11327,9056,6041,5286,4851,5508,5967,2878,4780,25493,22691,33821,14756,19418,630456
1531,45062,17711,24083,25883,23507,29716,39461,261761,39471,36578,22981,15630,21762,20340,35471,33597,148263,143559,196356,134507,117698,129489,133333,167040,65838,33501,37190,39997,44872,19386,54205,268165,118691,27272,21366,33710,32533,24711,16212,13177,15312,16729,75139,155781,18978,66894,2090663,5153581
1532,75466,168874,95909,99999,93988,121892,120451,134346,95033,91974,83636,105896,105178,123833,114309,141334,139038,170367,121259,124131,111430,133396,159958,183648,69902,111227,139082,103380,75723,86159,59611,18421,13163,12525,10689,10781,18133,32433,12281,17739,12883,12100,19314,105738,38742,39538,2081048,6015957
1533,109830,130885,90628,90088,100072,157533,123477,129167,34381,33460,34525,30900,107013,93860,164828,100236,334660,172673,139071,152956,154634,145400,152126,162011,139717,30029,36611,104410,101124,47676,71232,35269,25577,20795,140409,81330,76097,48376,28152,16663,23107,22800,26017,10959,26423,60805,1657347,5775339
1534,69004,166306,190610,42036,41357,42772,43548,25976,16394,28494,41844,31221,33071,21213,11434,10324,229208,179456,209304,163645,176465,189130,175216,203421,214181,27309,29234,32027,21509,19232,19096,39909,22915,13111,13684,17316,26556,20852,23047,15673,11587,12439,17330,35323,53441,51494,1462884,4541598
1535,99389,94593,118978,148955,124429,134069,110134,85352,17248,18141,32583,32051,86947,88876,104820,123534,134215,125863,131796,144194,119948,113572,141973,137036,142249,59016,46742,77645,63743,73842,79312,51856,16703,15753,13474,14780,23786,31013,28796,18689,11988,14981,70819,9003,40053,13762,1578897,4965598
1536,1430392,1927904,2283923,1775206,1747345,595562,361100,231986,203597,211179,179240,187069,202056,210463,185348,191719,182969,180509,190933,194130,185313,188278,203143,181476,195326,186178,182102,200876,193654,195993,208960,194306,203951,197923,190621,185058,190926,180474,195895,187731,190961,194917,214813,200538,179923,195046,183193,17880205
1537,1073132,135177,30169,11610,7322,5571,6518,6690,7073,6102,6368,5621,5385,6614,6371,5849,5712,6543,5871,6508,6137,5513,6822,5983,6108,6782,6513,6656,6480,6389,5998,5759,6715,7342,6868,6510,6903,6925,6660,6381,6622,5563,3281,4525,3286,3051,4277,1510255
1538,218651,9078,130768,52193,13389,2322,2329,2421,2886,2598,2527,2160,2298,2592,2433,2282,2460,2722,2298,3337,2182,2233,2620,2309,3456,2449,2157,3316,2245,2364,2341,1986,1972,2201,2039,2466,2424,2464,2052,2612,2209,1949,3723,3927,3904,3411,3696,532451
1539,224035,4128,2052,109398,30874,2369,1116,2112,1612,1504,1698,2291,1513,1275,1326,1287,1489,1827,1264,1435,1317,1296,1320,1380,1372,1845,1139,1213,1244,2148,1501,713,578,673,643,666,649,1917,688,690,775,696,4543,4201,4315,3718,4013,439858
1540,194603,1003,733,928,81204,6486,1434,2677,2316,3269,2320,2037,2672,2274,2359,2452,2650,3104,2490,2851,2812,3028,2824,3205,3261,3586,3123,3279,3565,3395,3918,426,386,389,1347,384,278,615,424,436,916,727,3997,4489,4441,3889,4182,383184
1541,199564,474,469,406,352,11716,1095,3409,2469,2704,2642,2075,2525,2455,2401,2767,3161,3484,3530,3437,3905,3817,4448,4524,4723,5122,5750,6698,7310,8325,8607,363,489,299,285,351,414,573,456,472,492,349,5787,4372,4358,4001,4215,341640
1542,187074,35,97,78,116,1127,1455,1187,995,1487,415,401,405,496,605,516,671,588,628,590,616,584,618,619,648,651,709,830,928,1811,829,85,105,161,1137,101,122,209,142,129,144,103,4208,4550,4457,4006,4203,231671
1543,175589,17,17,25,42,76,69,329,216,92,111,64,71,74,64,53,69,57,43,89,60,71,71,59,67,89,85,99,117,149,195,47,139,117,105,66,60,128,123,50,124,1064,4395,4465,4631,3916,4334,201993
1544,193645,101,175,94,1204,272,160,72,2049,2202,905,699,476,452,388,260,290,388,312,1238,1223,269,262,267,239,216,236,267,284,242,263,1150,171,228,1149,129,162,231,197,165,157,144,4264,4795,5385,4029,4511,236017
1545,177520,88,165,83,132,1170,118,65,207,1623,1087,1782,575,468,432,292,433,317,277,344,362,298,294,323,273,212,184,215,265,218,240,190,1187,1223,149,1121,104,240,164,140,185,1139,4342,5625,4553,3959,4373,218756
1546,169848,79,186,90,123,177,149,72,156,1144,2130,2072,836,624,475,382,358,282,289,343,333,410,1347,407,241,325,306,1370,305,336,350,125,175,208,153,115,1097,221,197,182,1153,125,4494,4734,5674,4102,4580,212880
1547,175665,91,1172,86,134,181,1140,66,158,1147,144,1718,1329,727,714,571,622,480,455,480,530,443,442,476,439,327,304,368,385,1408,389,190,1219,191,172,142,130,223,165,138,182,203,4445,4633,4697,3951,4261,217533
1548,168481,81,183,83,138,180,125,58,152,162,144,168,1948,1192,918,1629,588,444,1351,410,457,379,455,431,353,356,330,389,1327,325,315,172,183,229,158,120,125,259,1176,146,279,1231,4341,4769,5670,4291,4495,211196
1549,194670,95,186,96,139,200,1136,62,180,186,95,194,501,3165,1338,1058,1035,973,719,805,1612,673,637,517,469,459,442,530,418,491,461,215,250,198,188,150,163,242,219,215,266,271,4509,4763,4651,4048,4527,238417
1550,178270,94,199,92,137,181,1135,57,108,194,156,166,226,275,2256,1477,1129,1169,1065,1142,967,848,635,806,615,581,581,454,435,490,469,180,217,225,210,161,120,304,212,160,316,208,4291,4748,5709,4128,4581,222179
1551,214344,75,204,96,150,180,124,48,92,143,82,114,212,235,387,3034,2088,1786,1385,2119,895,858,669,779,897,1788,639,660,1577,595,661,282,389,249,178,178,149,300,223,184,412,383,4493,4764,4668,4040,4284,262092
1552,199177,85,217,115,147,199,146,1056,176,187,116,161,1277,1356,371,497,3836,2293,1729,1471,1445,1023,1037,972,990,1096,945,996,735,643,553,345,420,251,275,253,155,335,274,285,466,447,4484,4643,4585,4132,4346,250743
1553,190403,1089,235,107,156,187,149,61,175,243,236,274,279,403,399,475,442,3913,2889,1877,2679,1648,1716,1305,1300,1264,1124,1061,1217,854,801,476,712,278,265,234,1209,367,387,1356,673,461,4335,4737,4555,4001,4402,247409
1554,200750,100,231,110,182,189,154,56,124,225,144,222,301,335,459,408,368,914,4782,3247,2638,2162,1734,1972,1718,1987,1703,1293,1373,1153,1326,530,565,1280,315,234,209,360,364,324,832,827,4416,4657,4559,4049,5463,261344
1555,213135,111,260,107,169,195,144,60,133,196,175,192,255,312,370,1340,405,506,892,4784,4653,2744,2539,2189,2408,2229,1863,1598,1503,1651,1441,519,2021,320,342,310,290,471,1415,375,990,878,4410,4688,4579,4227,4255,278649
1556,199372,1099,263,95,183,193,145,67,179,235,179,291,1267,357,465,288,1389,521,1624,1612,4878,3886,3132,2675,2327,3554,2214,2794,1810,2657,1651,761,1038,1351,290,335,295,474,441,426,947,929,4567,4548,5579,4151,4179,271713
1557,212340,103,1277,114,187,217,170,61,263,291,214,284,1379,364,527,362,487,664,637,616,875,5737,3797,3278,4142,2896,2619,3549,2432,2043,2089,1175,1236,393,421,442,440,1559,704,573,1129,1301,4592,4512,4548,4172,4311,285522
1558,188302,1106,282,114,1194,196,157,66,1310,278,165,294,283,387,566,429,555,1687,702,608,729,958,5902,4185,3850,3538,3172,3723,2896,2548,2014,1179,1715,376,509,563,518,635,709,715,1657,1633,4451,4515,4659,4160,4248,264438
1559,197787,124,303,126,194,206,178,68,1309,286,231,345,432,370,512,455,520,695,1762,726,790,895,1395,7007,5299,4378,4162,3382,3382,3194,3821,1470,2029,413,482,457,503,727,714,835,3085,2057,4791,4431,4651,4133,4272,279384
1560,207262,120,306,128,198,229,1169,65,281,310,199,332,1390,391,1502,474,596,792,683,724,720,1879,927,1490,7041,5942,5306,5674,5218,4205,3745,1518,2104,475,548,613,707,872,1863,796,2165,2056,4485,4336,4645,4115,5208,295804
1561,196292,1134,263,116,194,213,158,68,301,302,268,339,1397,518,559,615,1608,792,846,839,791,1017,949,1022,1598,8778,6515,5866,6455,4599,4256,2060,2948,638,672,1717,1899,1053,866,1022,2556,2667,4393,4469,5415,4203,5201,290447
1562,183975,136,273,120,192,216,173,71,459,353,1263,335,316,599,656,644,618,811,848,929,862,986,1019,1028,1024,1966,9241,8423,7419,6983,5338,2368,4351,788,822,764,1868,1219,1279,1139,2832,3319,4345,4513,5424,4246,5071,281624
1563,169057,1163,1295,128,1201,207,173,76,334,353,254,302,531,480,635,614,1682,831,942,1063,1882,1059,1025,1108,1253,1280,1827,11221,9170,8536,7287,3519,4556,1851,1107,919,1234,1361,2556,1509,4016,3788,4418,5528,4483,4099,4193,276106
1564,173191,155,301,130,219,222,163,1074,438,464,265,466,388,464,656,554,718,853,895,1986,886,1119,1292,1139,1245,1401,1425,2252,13182,10896,9714,4213,5751,947,1019,1174,1327,1743,2063,2068,5340,4717,4202,4582,4232,4035,4108,279674
1565,208424,163,289,134,229,219,188,71,449,1400,330,373,502,567,740,645,769,942,1046,1230,1112,1247,1280,1384,1269,1398,1571,1304,2487,16740,14198,4352,7800,2280,1302,1716,1705,2423,2752,2710,8281,6784,4271,4457,4421,4003,4001,325958
1566,188021,160,295,148,234,230,164,79,432,405,302,426,1537,556,851,736,813,1111,1117,2192,1339,1587,2541,1639,1482,1512,1534,1586,1489,2846,21696,5665,9913,1824,1691,2164,2570,3446,3823,4155,10353,10530,4311,4537,4376,4049,4047,316514
1567,210699,186,295,144,1232,241,152,73,515,437,360,436,541,711,892,856,975,1177,1091,1381,1310,1666,2421,1596,1727,1657,1693,2656,1846,1877,3442,7632,15021,2237,2484,2985,3557,4278,5916,6553,18384,18145,4119,4430,4185,3951,3939,352101
1568,193130,66,165,1041,97,116,96,22,230,214,264,299,339,566,600,703,761,1005,1037,1116,1511,1702,1584,2003,2089,2303,2521,2596,2575,2393,2492,2964,1376,546,546,560,587,832,811,491,2105,1202,4052,4201,4060,3861,3697,257527
1569,185790,212,336,137,262,245,188,56,1112,1065,790,1149,1443,1497,2293,2013,3565,3029,3373,3794,3707,4583,5219,6561,6369,6834,7773,9195,9768,10274,11136,11273,3737,1678,1916,1980,3105,2555,3004,2381,4556,4068,4665,4818,4759,4287,4557,357107
1570,195026,22,79,25,67,70,60,20,87,76,34,107,96,89,1158,140,110,225,149,308,279,308,269,304,382,501,496,531,686,876,752,1078,585,5748,1460,1171,1179,1680,1626,1173,3158,3187,4021,4110,3838,3829,3617,244792
1571,179240,49,72,1040,88,83,64,27,123,144,1054,100,113,141,1221,1145,196,241,243,283,290,391,269,355,412,418,536,785,705,929,818,1003,599,7178,2744,1686,1698,2854,3203,1662,4401,4256,4068,4241,4036,3892,3673,242769
1572,225926,59,88,47,101,103,1084,21,138,138,89,156,160,149,251,190,196,314,294,382,301,401,1321,450,490,468,590,838,700,802,865,887,550,7171,1526,3693,2366,2597,2991,2218,6266,6434,4023,4122,3843,3835,3669,293303
1573,171652,64,95,53,113,1116,1069,29,243,208,156,212,164,292,368,234,297,363,319,402,406,572,499,1472,628,639,766,859,751,1844,911,932,594,7652,1673,2303,3583,3509,3794,2932,7540,7361,5081,5259,3962,4781,3638,251390
1574,199618,83,107,71,127,1114,95,30,1312,223,90,1176,190,248,377,265,268,407,460,329,376,557,566,652,649,620,876,766,932,1025,907,1135,628,9056,1669,2286,3199,3757,5068,3633,8942,8997,3921,4045,3876,3730,3708,282166
1575,189284,97,167,76,136,133,103,41,333,222,132,1215,219,281,403,366,401,476,618,607,1629,807,903,839,950,1023,1155,1001,955,1112,2043,1024,610,8718,1912,2457,3512,4646,6235,4408,10090,10274,4033,4194,3797,3694,3840,281171
1576,199927,115,160,76,142,135,116,34,416,293,224,243,325,317,388,349,354,511,347,364,426,555,451,480,664,633,724,706,769,577,544,458,1277,9763,936,1438,2304,2871,3694,5886,12978,13405,3905,5171,3894,3795,3763,286903
1577,178437,1240,296,130,230,225,176,63,596,586,348,637,628,822,1163,1091,1298,1367,1560,1814,1814,2222,2255,2139,2605,2786,3834,2752,2735,2319,2328,1984,1164,17932,4060,5618,8277,9406,10049,11649,12210,19513,4052,4233,4101,3761,3787,342292
1578,190058,1186,304,132,242,1226,174,59,612,1564,445,600,613,790,1066,1991,1127,1302,1343,1488,1842,2129,2228,3523,3643,2776,2890,3608,2398,2481,2264,1835,1189,16681,4515,5993,7527,8469,10171,11374,10928,21269,4870,4112,4028,3669,3853,356587
1579,184035,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1003,1004,3,1003,3,3,3,3,3,3,3,3,3,3,3,3,1003,3,3,3,3,3,1003,3,3,3,3,0,0,0,0,27110,216272
1580,188793,1021,1005,0,0,1000,0,1000,1000,0,0,0,0,0,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,0,0,0,17561,216380
1581,169241,1016,2,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,1000,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,20291,195550
1582,173464,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,1000,0,0,0,0,0,0,0,0,0,1000,0,0,0,13997,193480
1583,163494,22,2,0,0,0,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11032,178550
1584,16878,8931,12061,9080,12972,209000,13789,8225,6164,3239,2358,2319,2350,1348,1343,3023,1392,1391,1392,2391,1380,2401,2108,3006,1486,1409,1468,2229,2554,1664,1690,3459,1765,1925,3381,2312,1244,1271,1271,2304,3015,1330,1323,2311,1244,2242,2236,373674
1585,24242,32075,17157,8848,5967,10012,8236,2964,5762,6912,5934,5933,6371,4324,9204,5962,4615,4436,4871,7756,4269,3682,6522,8090,4446,5917,4707,5641,4661,5604,4242,7861,7231,8184,7311,7684,6837,7484,5764,6959,3759,4687,114916,62199,41968,59679,162729,754614
1586,16913,4550,4000,1155,1722,953,686,120,450,458,488,439,526,363,524,360,307,1094,245,1427,263,1253,371,454,255,415,551,424,412,339,310,490,849,698,632,570,888,771,506,523,328,212,100383,31967,30488,37708,34610,283450
1587,11470,557,489,721,306,169,156,23,62,56,1058,101,1091,70,92,69,51,1033,47,79,51,65,97,103,74,1080,88,83,66,59,47,119,1205,157,118,109,161,196,86,80,58,46,98523,27390,37014,19739,26549,231063
1588,9444,46,102,139,314,128,64,12,36,20,30,1047,1035,1039,37,1046,40,47,32,55,37,48,61,97,64,89,76,41,27,31,40,58,63,69,46,55,1050,60,39,30,86,99,77288,33450,29507,26809,30919,214952
1589,7454,6,42,1043,12,36,18,1006,15,3,39,15,7,10,12,6,15,24,14,18,15,14,39,38,34,22,31,9,10,22,22,16,15,15,17,18,14,1020,12,12,34,66,91437,21401,26297,31346,29218,210989
1590,6027,0,6,8,3,0,2,0,0,0,1000,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1002,2,4,0,5,2,5,5,0,3,0,1006,8,3,94582,18296,27947,25903,32041,208865
1591,6146,0,0,0,0,0,1009,1,0,0,0,2,1,0,1,1001,1,0,0,0,0,0,0,0,0,1000,0,0,0,0,2,0,1003,0,3,4,0,1,0,3,1000,1,72723,20885,24019,27789,29170,185765
1592,7230,1000,1000,1009,5,1,19,1007,1,1001,1,1000,0,1001,0,1000,0,0,1000,0,0,0,7,0,1000,0,3,1001,0,1,2,0,7,5,9,10,3,11,1,8,5,13,77271,25928,26828,21803,24639,194830
1593,5182,0,1000,11,5,1,19,6,5,1,1,1,12,1,1,1001,2,1033,1,1,1,1,7,1002,1,1,4,1,1,1,1,1001,1007,6,9,1009,4,11,2,9,1,2,81684,32630,24976,19841,30226,201723
1594,6840,0,1,10,1005,1,21,7,2,0,1000,0,1,0,0,1000,0,0,0,0,0,1000,6,0,0,0,3,1000,0,0,1000,1000,8,1006,7,11,3,12,1,8,0,0,69443,23559,28381,27561,39079,202976
1595,5037,0,4,1016,5,1,22,7,1,0,1,0,0,3,0,0,0,0,1,0,0,1,1008,0,1001,1000,3,0,1000,0,1,0,9,1005,10,10,3,11,2,8,2,2,81549,24788,23411,28520,27190,196632
1596,5288,0,5,16,5,1,24,7,4,0,2,0,2,4,0,1,1001,0,1000,0,0,0,6,0,0,0,6,0,0,0,0,0,8,5,7,11,3,11,1,8,0,0,89356,25829,18866,27245,32270,200992
1597,5784,1,2,13,5,1,21,7,6,23,1,2,4,2,1,1,1,16,1,1,1,1,11,1,1,1,6,1,2,1,1,1,9,7,10,11,4,1015,1003,9,1,5,96105,21890,24187,33193,28511,211881
1598,5084,0,10,14,5,1,22,1008,3,0,1,0,1,2,0,0,0,0,0,0,0,0,7,0,1000,0,1,0,0,0,0,0,1008,5,8,11,4,11,1,8,0,1,86191,25609,22636,24341,31883,198876
1599,5948,0,1010,16,5,1,24,7,5,0,3,0,4,3,2,0,1,0,1,0,1,0,1008,0,1,1000,3,1000,0,0,0,0,1009,1005,9,11,3,12,2,8,0,0,94878,32869,22355,22125,34518,218847
1600,5053,0,1001,11,5,1001,21,8,3,0,0,0,4,1,1002,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,1000,0,10,5,11,11,4,14,2,8,2,8,71985,26804,25485,34496,25771,193735
1601,6589,0,1,15,1005,1,21,9,4,0,3,0,3,5,3,0,1000,0,0,0,0,0,11,0,1,0,0,0,0,0,0,3,10,5,10,1010,1003,12,1002,8,1001,0,92490,20394,25192,20800,31943,203554
1602,6830,1,1008,14,5,2,1021,1008,7,17,1,1,4,31,4,2,1,2,2,3,1,1,9,1,1,1,1002,2,1,1,3,4,10,5,1010,9,5,1013,4,9,2,5,73116,30353,34347,27918,32187,210984
1603,5089,1,15,15,5,2,20,8,4,1000,1002,0,1004,5,3,1,0,1,0,0,1,0,7,0,0,0,1,0,1000,0,0,0,11,5,10,12,4,13,4,8,0,1,87160,20978,27642,31530,36337,212899
1604,5826,1001,16,12,5,1,23,9,3,0,0,0,3,1004,4,0,0,1,0,1,0,0,8,1,0,0,2,0,0,0,0,3,12,5,10,1012,5,11,4,1008,0,5,76509,24782,22649,25101,24974,184010
1605,7534,0,2,13,5,2,22,10,4,0,1,0,3,4,0,0,1000,0,0,1001,1,1,8,0,0,0,2,2,0,1,1,4,1012,6,10,10,4,12,3,8,1,0,78890,19869,22273,31307,22913,185939
1606,5135,0,8,15,5,1,1024,12,4,0,1,1000,1001,1005,2,0,1,0,1000,0,1,0,8,1003,0,0,3,1,0,0,0,4,12,6,11,12,4,12,4,8,1000,1,90620,25259,20003,25423,31317,204926
1607,5899,0,5,18,5,1,25,10,6,0,0,0,3,5,1,0,0,0,1003,0,2,0,0,7,1,0,0,1000,0,1000,1,6,13,8,11,12,5,13,5,9,0,1,79668,21524,22877,30710,25008,188862
1608,5837,1,6,14,5,2,22,10,7,0,1000,0,2,1005,0,0,1,0,0,0,2,0,0,8,12,1001,1006,0,0,0,1,4,13,7,10,12,7,13,1005,9,1,5,83993,21944,20624,26690,30737,195016
1609,5280,1,17,11,1005,1,25,9,6,1,1,0,3,6,0,0,1,1000,3,0,4,1000,0,8,5,4,6,1,0,1,3,8,1013,8,13,13,5,14,6,8,5,1005,80660,25473,23298,21662,25674,187267
1610,5198,1,6,14,5,2,25,10,7,0,4,0,1001,6,3,0,0,0,1003,0,3,0,0,11,7,1,7,5,3,4,2,7,13,9,10,14,6,14,5,1010,8,7,91078,21286,24689,26052,34733,206269
1611,6037,1000,36,14,1005,2,25,11,1006,1,3,1000,3,5,1,1001,0,0,3,1,4,0,1,1012,15,8,7,8,6,4,5,10,13,8,1012,12,8,15,6,10,15,25,91981,23738,25755,28064,33851,216747
1612,5271,0,3,11,1005,1002,1020,8,0,0,1000,0,1003,3,1001,1,1,0,1000,0,1,0,0,1003,0,1003,0,3,0,1,4,7,12,6,9,11,6,13,2,11,0,9,79167,25788,27392,21597,29697,198071
1613,5380,0,4,11,5,1,19,8,1000,2,0,0,3,3,2,0,0,0,0,1000,0,0,0,4,0,3,1,3,1,3,3,6,11,1006,9,10,7,12,4,12,1005,7,91038,19909,30244,22172,28255,201163
1614,5314,1000,4,11,4,2,21,8,1,2,1,0,3,1,6,1,0,0,0,1,1,0,0,6,0,4,0,3,1001,1003,1004,7,13,5,10,11,7,10,3,11,7,17,75894,28842,15435,27521,32025,189220
1615,5606,0,3,11,4,3,22,9,1,3,0,1000,1,4,0,0,0,0,3,0,1,1,1000,6,0,3,2,3,6,4,4,6,13,8,10,11,11,12,3,12,13,19,80140,30331,32818,24626,29318,205051
1616,4897,0,0,0,0,0,6,0,2,1,2,1,1003,4,1,0,0,2,0,1,1,1,1,1,1,3,4,2,3,5,6,5,2,0,1,6,0,0,0,1002,0,0,74199,26145,21933,25240,35094,189575
