node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
151,72813,77235,83015,57205,96309,74947,49804,89968,117402,78682,121749,42679,53945,29064,33420,17952,30918,81080,60801,1268988
152,125395,118314,114424,60084,71815,106439,40342,89321,14365,74462,60712,50262,72132,102194,103250,61223,24225,92240,143027,1524226
153,140817,66599,86414,96535,75309,75010,68110,127560,177851,34834,66268,69802,29824,44693,83141,21498,46606,46099,40351,1397321
154,168758,85680,149992,73614,55941,51840,70522,141566,96405,113497,99138,83669,120046,115332,81418,58402,88616,130305,90956,1875697
155,90909,98222,76296,76220,75038,90079,143411,111456,42933,101603,41962,51956,24960,23218,48304,42522,54989,68793,99892,1362763
156,238719,240183,184723,123904,110729,133512,16439,83148,59997,32906,49467,47660,93347,104670,73023,36780,220906,85293,90997,2026403
157,197482,219838,177304,159821,102952,115606,71481,117167,41048,116297,63795,61209,88603,21452,45049,164427,44332,81170,24550,1913583
158,156833,216039,118068,137309,109204,106774,19670,77376,57560,39960,75214,82057,64976,46159,113088,97295,82393,18314,57332,1675621
159,191742,122071,178786,146028,236345,126640,23323,141210,52223,79672,33529,53706,28013,100991,97224,175353,14718,230360,63360,2095294
160,108141,168495,160696,173112,140194,124932,27468,83440,58650,38349,53811,76846,157018,59879,109390,36630,74420,25271,36147,1712889
161,127546,85992,132908,168756,78265,143649,28625,96447,45163,40282,41316,68923,21922,193215,55538,69871,107492,56115,85626,1647651
162,70252,117788,137376,158925,96190,120211,36603,83675,27684,43811,111591,59795,119858,35458,105833,19635,22252,87776,74112,1528825
163,158746,120636,114677,91522,103523,137380,39122,70302,26340,56401,25727,127520,41939,100632,51512,165408,72625,84783,72867,1661662
164,76219,73431,77339,117972,109122,107876,45857,69726,59948,51982,142653,17537,61311,29662,39327,49239,82496,65421,133236,1410354
165,114638,80456,82611,66184,84409,93573,51347,132652,24600,99466,15741,73704,78971,29048,91366,61995,66914,88315,47833,1383823
166,64203,91331,81662,101750,63336,74831,64723,68542,114259,59238,66577,43553,31067,77099,31858,68796,45043,54969,89650,1292487
167,114394,86846,80862,62463,72753,105263,77470,149601,14652,73534,47424,60611,50712,120003,47095,50587,25344,52353,102768,1394735
168,97844,97099,67398,89045,47950,57891,108128,175372,171867,73440,99914,94373,77959,61216,57384,53281,64866,123557,61538,1680122
169,24886,19270,22892,21310,21140,22015,22289,21319,21266,20873,21173,21444,21023,18679,18737,16226,15688,14449,15154,379833
170,71059,81113,72424,69879,53632,48377,75302,68434,76104,64328,70411,65539,68911,43441,80035,77670,75008,32468,75414,1269549
171,27153,29163,45098,32509,24716,24270,26039,24339,21666,23179,24201,22244,23659,14137,29129,22797,23135,22175,20854,480463
172,47712,33546,32600,53820,34782,27995,30800,38259,25642,30341,27128,28595,42092,41355,30799,47262,38971,26367,26910,664976
173,45221,40215,31539,40108,65059,49927,32068,35708,50040,30448,28598,27543,25043,18874,61260,30515,40650,35899,38006,726721
174,54612,53168,40733,37754,48043,70631,52346,35604,39827,36201,39170,32095,33393,14216,27445,60317,48899,30604,38476,793534
175,70868,63890,63581,56078,38344,67208,98178,92431,42808,52106,51110,41794,31139,15384,51660,28332,67161,34627,65519,1032218
176,110847,79408,60629,64555,55162,64120,77736,97358,90832,57724,41140,52636,40472,11375,47408,16777,34164,54622,71202,1128167
177,65895,89130,57477,57824,86070,51638,62715,83106,113738,69289,55851,60373,60827,12652,73997,13172,22688,48778,50935,1136155
178,41360,63184,60575,55962,58044,65023,60916,63020,69344,109656,57797,43218,48120,49345,18127,23529,35685,46973,62593,1032471
179,44601,53782,93789,86067,72020,90031,70374,52855,70012,100966,71332,75890,57784,20699,51523,26407,34378,53459,78133,1204102
180,92823,46943,37619,77283,82423,74306,68545,67072,58019,92907,110416,89422,75471,10338,39285,45206,49085,50680,47684,1215527
181,138045,149602,105037,85585,124429,129068,118836,116353,105802,93462,116370,148891,117740,68318,49285,75484,62862,102513,86330,1994012
182,370021,337008,264836,239507,212257,159105,146429,128970,121081,116446,95446,96806,88887,90189,102933,83997,59258,53802,50408,2817386
183,24889,48071,51037,42506,37609,47004,56233,39957,49964,62227,68681,76070,66307,88761,69856,136975,96763,80864,121319,1265093
184,205093,140040,163176,155380,142098,127407,116481,115122,106657,98854,93058,88338,95845,166330,78666,90057,79559,79450,76322,2217933
185,33725,35659,32391,35131,32004,31994,37214,39836,45261,57117,43142,51921,56727,89182,73773,78589,67386,90481,90638,1022171
186,39896,61010,62617,52699,68752,61330,58045,65048,74081,54924,76030,89992,111331,87132,135434,82713,108332,91103,97826,1478295
187,182122,135671,123311,112334,104360,125429,106421,100931,81640,98205,104540,86991,81505,113910,66804,125892,96412,74706,88138,2009322
188,178556,154787,135068,131011,113739,98193,109164,121348,102683,97319,81484,112998,85898,153176,67190,92533,82651,75732,114318,2107848
189,176094,150661,117927,109796,123235,110262,101609,121253,133659,120698,96263,103122,87059,103422,67456,108370,103462,66405,108041,2108794
190,141631,108704,112814,93445,97257,81410,95222,80143,89608,82323,96218,73825,75275,97473,74914,106897,68899,86602,65308,1727968
191,42088,34418,35053,44064,34660,53548,33691,39685,45403,50238,56791,60684,58101,67791,61717,67802,99974,92997,99263,1077968
192,37914,69602,63300,55880,56519,60624,49813,58308,71107,72378,69067,96276,87451,69703,72102,93869,138331,91540,76826,1390610
193,160097,115111,124230,110266,99208,91015,101066,77978,83023,91092,76676,74090,84513,97438,54446,89400,111191,79612,53567,1774019
194,141817,68263,87782,66709,59974,73544,66297,62008,72518,71960,89894,105939,93741,146015,186488,62919,121382,117100,75667,1770017
