node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,total
140,94304,59072,11870,75254,82474,91469,50612,107165,13330,58361,59381,25178,36498,37928,56900,56058,26488,60151,32810,14028,41847,40960,59609,50018,32489,1274254
141,119727,72544,48496,76951,70881,91564,83606,149304,35247,65309,60960,43320,53153,62027,53650,38839,53946,20000,93008,33037,116545,58397,32043,52803,38447,1623804
142,51584,87160,27925,29045,36767,38605,56640,29712,3257,39368,18666,74759,40000,55367,72793,41785,48964,46278,93760,117937,50331,29650,44543,61920,37160,1233976
143,53545,32544,66267,25241,33094,36386,36113,39591,16755,51239,24724,52598,41750,13364,76089,45440,67768,33640,18981,47445,38083,16650,41080,13600,43923,965910
144,148673,32071,46133,39525,23620,100574,33427,30072,23166,99994,42311,2687,93540,5083,89559,28608,71819,17735,41474,69526,42366,72438,43503,54634,99000,1351538
145,113063,143118,36742,37940,68016,87317,62045,38619,67369,46534,70878,30983,12889,62217,73788,52560,87709,54816,31742,59631,24391,61051,94599,43506,52279,1513802
146,106645,76924,36402,21576,68586,45140,75158,9091,7032,29997,48970,45014,68789,38516,45836,51136,52373,87818,52757,47079,106664,25026,52054,99471,42016,1340070
147,101804,103901,26694,71949,62182,100687,81792,56980,24314,152625,28177,70574,36764,30000,43482,70178,36182,49685,81830,10000,95103,89130,81673,68964,36741,1611411
148,54165,34415,43528,55941,37014,36172,30277,18941,60057,35544,36726,14260,54929,66691,17328,52770,67050,43424,67779,46787,10000,46599,65769,74353,75867,1146386
149,45212,47043,120604,56524,46441,31026,19523,74288,60568,159214,17736,26948,45019,30000,74719,44862,61284,55615,59573,85843,62319,83867,43887,37096,29165,1418376
150,55336,71605,30069,34170,13966,46648,60517,47081,35615,90835,10000,40000,57416,84299,64914,52983,51851,61156,43854,68714,31165,50530,24502,44487,80061,1251774
151,37019,60979,17250,37026,72171,45268,41847,11304,54895,58818,67406,43597,44412,11042,50471,84323,43356,33273,24464,41354,5355,41783,36653,34792,65262,1064120
152,16016,18150,24916,4369,47414,23409,42597,27579,49643,52938,55098,35441,36703,59113,37996,66465,43696,57003,17062,40805,56067,52819,48892,67715,36856,1018762
153,85869,60250,30984,86797,29574,57958,53314,117656,69680,19753,39909,55265,40212,48627,63937,31242,39102,14504,61060,44866,45273,21557,99075,3294,19310,1239068
154,160924,54626,45617,46022,131662,52808,43584,65211,10000,10288,42887,37290,61729,49291,58134,84348,29854,43017,42565,39511,56274,37632,36270,37893,77520,1354957
155,85764,151238,114266,97948,85452,144848,128790,113516,40000,67801,28919,58233,31096,41715,54572,58555,24387,60715,59415,32485,32394,64000,32331,38262,74496,1721198
156,84997,94834,111589,81301,135837,120220,102221,51614,40006,108259,35841,77091,30165,50006,58818,40083,66937,86399,6,72983,25157,89118,34040,65264,43484,1706270
157,30964,86173,146668,101288,99895,119773,163854,177035,10000,136380,57974,33445,37834,36873,40344,28798,93322,19441,77778,32814,46687,55285,53699,113984,76571,1876879
158,73984,101864,95728,123667,76778,80028,93667,116885,51253,22002,65132,48337,25,56100,23677,49835,25601,32564,76387,50096,94583,97238,64781,76363,57243,1653818
159,70803,94882,92328,101745,68177,95052,187789,100837,50000,121809,17209,60000,37797,50006,32347,51033,31523,87296,21423,61770,65796,10000,86495,50435,3493,1650045
160,67669,104354,49715,53643,29050,64409,101494,62796,39829,27948,76312,30201,23031,23297,43403,64876,23269,66547,62596,78336,50000,69162,119311,22555,104455,1458258
