node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
43,242,26,3,8,13,50,13,10,20,18,14,109,13,175,80,77,16,71,53,1011
44,1,10,40,46,2,26,18,9,32,35,24,18,65,14,15,36,28,9,15,443
45,33,32,10,14,169,81,43,14,0,7,0,104,21,3,32,53,109,88,91,904
46,14,11,48,12,19,35,4,0,40,33,36,7,45,18,8,30,7,0,50,417
47,162,14,0,68,51,100,20,13,11,49,14,8,30,73,20,56,44,222,9,964
48,130,15,29,31,61,10,20,25,10,59,71,158,43,144,44,10,15,10,109,994
49,34,17,135,19,115,114,10,3,17,11,0,14,54,115,166,2,126,186,49,1187
50,16,24,24,38,86,91,16,21,46,23,139,195,143,10,41,61,0,15,10,999
51,51,31,3,82,94,144,21,12,8,17,0,0,28,34,149,152,41,63,57,987
52,43,11,36,34,11,5,10,5,5,9,40,18,19,0,7,36,60,8,14,371
53,28,41,30,38,29,51,34,0,4,20,5,42,11,16,2,25,20,25,14,435
54,35,16,107,44,98,63,20,18,2,12,65,14,38,40,4,207,11,91,28,913
55,12,14,8,101,9,15,16,47,5,0,10,126,17,39,6,3,24,13,34,499
56,14,26,0,23,24,17,0,137,5,16,20,23,16,20,0,13,0,10,10,374
57,9,106,4,22,126,112,12,4,36,128,16,26,32,8,110,0,207,20,36,1014
58,155,19,33,0,31,10,23,13,0,27,5,70,76,10,48,9,34,63,3,629
59,19,15,14,15,7,0,28,20,27,6,49,0,10,16,39,42,44,26,22,399
60,7,148,13,129,110,94,16,8,0,0,10,81,84,4,25,77,35,62,13,916
61,5,64,25,61,11,42,23,34,23,30,13,178,26,31,30,79,6,10,20,711
62,12,10,58,18,17,3,5,23,7,37,31,16,15,10,17,52,20,28,17,396
63,4,82,10,82,12,18,18,39,15,67,24,42,69,46,17,27,125,15,177,889
64,10,61,10,109,22,47,9,13,4,36,0,5,3,20,94,15,73,0,19,550
65,24,30,25,47,35,29,10,13,0,76,21,34,20,34,29,20,1,71,6,525
66,10,3,9,25,24,16,22,11,13,10,32,24,7,18,36,3,35,20,0,318
67,27,155,11,40,81,50,10,10,6,118,12,28,0,10,52,19,45,114,105,893
68,6,151,13,67,78,417,0,8,20,0,20,26,35,84,7,125,39,0,49,1145
69,17,26,14,18,7,21,0,16,22,25,23,13,50,3,20,24,15,1,17,332
70,11,3,20,38,22,19,0,93,0,41,12,10,16,0,37,13,19,10,15,379
71,121,55,41,23,12,85,24,7,26,27,55,16,83,17,20,114,0,30,13,769
72,94,11,88,169,40,78,20,3,14,115,10,3,0,20,72,13,99,62,73,984
73,10,23,152,21,29,192,0,10,13,22,13,15,28,33,33,30,116,89,31,860
74,10,3,15,28,11,10,22,7,15,37,16,8,31,31,8,26,3,23,23,327
75,36,0,101,59,0,83,8,3,10,15,20,86,49,30,35,38,145,37,50,805
76,3,79,69,68,141,104,0,29,10,0,2,58,0,57,0,12,10,46,1,689
77,32,25,292,215,12,178,34,24,10,30,27,20,42,9,85,24,0,89,156,1304
78,42,23,24,42,40,26,0,3,10,20,0,32,186,2,63,49,15,7,17,601
79,43,27,10,28,31,61,61,18,5,19,42,5,6,29,2,22,20,0,37,466
80,28,21,143,13,27,192,0,19,15,13,26,16,29,191,47,18,7,137,71,1013
81,24,13,3,41,0,20,20,24,6,8,31,15,9,60,20,36,0,41,4,375
82,31,15,31,91,238,23,3,23,10,37,0,10,0,101,57,0,58,73,142,943
83,0,9,103,15,0,152,5,27,20,43,20,51,41,70,6,36,47,6,0,651
84,25,21,11,1,1,13,0,100,31,16,36,44,35,14,6,35,16,24,11,440
85,16,211,33,6,138,4,37,0,20,26,10,100,128,14,20,24,149,14,27,977
86,38,9,49,21,25,12,12,4,8,12,25,107,0,39,10,20,10,4,14,419
87,16,20,19,2,43,146,16,14,10,16,0,20,42,38,20,71,29,99,99,720
88,13,0,13,51,48,2,20,24,0,40,75,12,51,40,65,18,99,48,0,619
89,13,14,1,24,20,24,31,11,63,20,0,20,39,0,6,0,20,33,55,394
90,11,146,14,21,28,0,46,23,10,10,20,10,115,118,0,114,101,45,10,842
91,29,45,29,12,20,9,0,3,18,0,0,45,20,0,10,0,20,21,21,302
92,35,41,31,29,18,6,113,5,20,7,27,16,20,31,2,18,30,8,0,457
93,35,93,32,34,195,26,30,23,11,30,10,11,33,178,71,27,65,59,64,1027
94,27,199,45,16,35,0,2,10,13,18,4,87,59,15,46,249,100,33,21,979
95,32,17,54,16,28,91,23,20,22,7,27,28,19,17,21,14,112,49,23,620
96,0,19,50,10,46,49,20,27,9,10,5,156,27,0,34,55,1,4,44,566
97,22,20,18,7,3,16,25,11,55,74,88,10,3,20,12,24,20,10,76,514
98,8,7,11,4,15,18,0,98,52,44,3,17,15,6,17,0,14,30,11,370
99,6,20,28,155,61,15,39,25,6,21,14,58,10,0,171,55,3,41,79,807
100,22,0,12,145,128,18,5,4,10,10,12,0,72,153,20,53,58,160,14,896
101,0,10,9,28,116,50,0,0,0,24,9,43,0,40,30,101,6,93,25,584
102,1,66,3,55,46,0,0,5,30,3,5,201,33,48,5,41,92,31,37,702
103,3,44,31,26,7,41,15,21,28,30,78,68,12,19,27,14,17,10,0,491
104,38,261,53,24,11,120,0,43,0,10,20,72,16,58,121,44,90,39,39,1059
105,56,52,18,53,37,49,91,16,24,42,0,0,25,12,0,13,26,30,17,561
106,12,20,5,10,27,53,10,13,40,57,20,5,25,2,0,0,0,10,13,322
107,114,16,159,77,152,54,10,35,23,46,55,98,10,64,125,10,60,18,20,1146
108,63,14,27,87,46,55,0,10,9,77,16,42,145,41,30,54,58,10,56,840
109,22,14,96,103,35,7,0,10,22,10,158,43,20,40,65,28,0,79,43,795
110,9,92,123,137,20,10,10,13,40,20,10,10,44,19,26,185,116,105,14,1003
111,26,50,221,29,3,134,38,75,26,2,10,6,36,16,8,38,8,110,78,914
112,10,41,14,4,22,4,10,97,2,10,10,44,13,18,30,11,10,20,20,390
113,25,20,17,19,30,13,20,30,10,49,15,7,8,22,11,0,7,52,11,366
114,52,35,10,36,9,44,10,13,16,13,28,5,46,20,11,15,10,1,16,390
115,7,3,68,33,0,62,21,11,0,20,8,16,27,27,155,0,114,69,16,657
116,183,0,6,13,10,19,30,12,20,7,18,17,4,0,48,20,44,0,158,609
117,32,69,34,21,210,29,10,3,13,3,19,58,6,77,56,17,22,47,31,757
118,29,26,4,10,33,8,21,3,10,4,12,12,10,30,10,0,10,13,10,255
119,36,44,38,28,23,21,0,3,21,40,6,66,142,11,22,76,10,20,20,627
120,92,63,31,207,46,6,26,19,10,20,0,10,20,39,5,50,70,76,84,874
121,21,25,27,2,19,19,5,33,7,0,5,17,11,17,18,8,18,11,42,305
122,10,12,23,35,26,27,34,1,20,33,3,37,12,6,88,0,24,69,24,484
123,13,167,18,174,8,60,0,0,13,39,6,10,0,10,98,95,0,83,42,836
124,49,4,12,93,102,53,0,34,17,34,50,156,2,62,9,3,20,6,30,736
125,0,5,110,18,91,2,10,57,5,21,20,77,45,10,33,15,72,0,124,715
126,12,0,24,30,0,21,7,167,15,0,10,21,0,12,23,14,28,23,22,429
127,81,39,32,25,3,24,1,0,5,0,10,133,77,116,3,79,83,0,6,717
128,0,15,16,59,36,13,31,13,0,10,0,10,10,28,114,0,94,127,38,614
129,5,18,3,30,13,38,32,10,0,68,50,26,17,29,3,10,0,7,7,366
130,38,33,73,51,15,230,0,9,20,10,110,3,20,0,31,0,75,15,33,766
131,28,48,27,32,45,26,39,7,25,23,10,14,20,30,9,0,9,22,10,424
132,21,14,37,10,41,25,0,14,10,50,20,18,10,27,98,28,22,13,21,479
133,26,4,82,14,14,66,20,19,0,50,28,0,47,10,22,13,0,61,20,496
134,140,10,2,127,38,58,10,19,0,44,5,0,14,99,10,80,16,59,10,741
135,55,50,53,0,117,115,0,39,0,20,23,22,26,19,0,9,58,11,65,682
136,33,20,2,2,5,4,0,0,16,7,32,14,0,12,58,3,17,20,10,255
137,80,22,8,27,31,9,18,7,20,10,0,64,51,119,10,11,4,16,37,544
138,95,51,17,58,30,87,14,3,20,7,0,30,27,37,39,10,130,10,20,685
139,89,42,9,101,36,45,30,25,12,39,17,47,6,10,7,62,0,61,0,638
140,6,22,18,47,3,15,23,97,33,35,20,13,19,35,3,11,16,30,29,475
141,42,32,13,16,22,5,40,19,10,0,30,16,35,39,5,14,14,35,20,407
142,45,19,30,37,47,5,88,3,7,30,19,307,20,68,20,9,4,10,68,836
143,0,145,67,76,70,43,0,13,25,36,15,30,73,39,0,48,10,71,59,820
144,25,16,17,30,10,14,9,12,27,20,38,9,53,16,21,14,20,41,4,396
145,6,18,26,15,11,25,0,26,3,0,64,53,4,15,17,41,15,17,40,396
146,66,42,45,183,94,41,20,3,42,7,16,20,36,5,40,20,69,35,14,798
147,119,5,171,33,58,17,0,13,1,20,135,40,10,46,10,30,74,0,82,864
148,4,29,11,3,23,19,20,3,0,69,0,31,10,16,11,75,58,42,11,435
149,36,69,0,22,362,53,24,8,30,22,5,32,15,48,23,74,10,0,84,917
150,22,191,86,10,74,53,9,14,0,39,7,49,53,0,2,98,18,161,25,911
151,22,0,14,2,14,15,20,0,16,13,45,3,0,3,13,28,10,11,19,248
152,175,11,255,0,45,162,26,8,9,17,12,40,68,0,60,35,0,117,63,1103
153,47,16,76,13,80,6,20,21,36,2,47,44,24,0,36,5,65,4,30,572
154,30,0,0,24,3,20,0,125,0,15,22,30,8,6,31,0,36,1,10,361
155,14,22,36,14,144,4,38,14,10,18,10,123,6,8,34,5,82,41,19,642
156,28,277,8,53,48,34,0,19,0,2,20,10,8,20,5,10,81,42,58,723
157,26,24,12,30,17,47,36,36,12,21,21,14,26,10,23,13,20,5,64,457
158,23,87,51,50,71,19,10,21,13,73,25,62,16,42,30,32,79,0,20,724
159,150,145,12,39,125,16,4,20,10,100,2,0,0,10,29,117,0,38,6,823
160,10,33,20,39,49,12,0,3,0,0,10,54,37,30,65,87,35,10,17,511
161,82,42,4,3,40,256,10,33,0,10,14,10,0,89,18,21,107,63,75,877
162,15,15,24,75,55,21,10,3,20,35,53,39,24,191,38,10,6,25,10,669
163,65,21,40,29,29,73,10,13,10,10,30,99,33,29,0,40,264,80,35,910
164,39,50,21,21,24,9,24,14,12,25,28,10,27,10,18,0,3,8,10,353
165,143,81,15,1,8,4,25,15,10,28,10,102,44,34,83,14,111,2,34,764
166,3,0,2,18,14,16,0,18,72,60,19,23,20,0,15,24,33,6,10,353
167,0,67,105,12,12,33,15,18,17,18,10,78,10,24,43,63,28,53,68,674
168,20,10,0,10,10,10,17,85,14,17,9,2,31,22,38,0,46,14,10,365
169,35,10,0,0,7,0,0,0,0,10,0,12,0,16,25,4,26,29,0,174
170,995,19,16,19,21,25,42,52,48,3,41,25,13,2,22,19,2,12,14,1390
171,60,12,3,20,20,12,1,7,10,20,1,1,10,0,0,20,0,21,10,228
172,105,0,0,3,0,26,10,13,10,0,4,0,0,9,0,54,9,2,13,258
173,39,13,14,5,3,30,10,10,14,0,18,10,10,0,1,3,10,3,13,206
174,4,34,3,6,25,3,18,10,11,11,7,10,1,0,52,0,13,20,8,236
175,15,23,19,16,1,20,23,11,0,0,10,11,4,30,88,18,10,14,19,332
176,26,4,6,3,15,0,13,17,12,1,20,24,6,0,15,0,10,21,30,223
177,25,13,21,27,5,21,29,11,38,0,27,13,14,20,18,10,10,10,7,319
178,48,6,20,44,12,12,0,10,46,3,10,10,16,21,0,10,9,10,6,293
179,65,10,10,22,26,0,10,8,21,3,13,0,0,10,0,0,0,10,3,211
180,21,13,10,20,10,10,26,16,20,3,28,23,10,10,39,5,0,12,2,278
181,246,29,7,20,21,11,4,15,22,32,6,6,50,11,0,10,0,3,20,513
182,1007,245,27,91,16,14,37,48,8,74,13,20,33,123,222,93,19,5,22,2117
183,34,13,17,27,6,6,29,14,0,31,0,0,47,7,3,12,0,5,16,267
