node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
124,68073,78826,82333,90325,70923,31871,59162,83074,79830,75962,89032,98148,89673,89908,83937,81818,82857,73332,72662,81910,70381,78943,74420,72541,72793,69504,79804,69727,68886,2220655
125,72773,72954,83308,87491,70786,32319,61180,76611,76782,72456,86992,92932,90265,85484,85831,77406,80240,70381,84995,80428,71216,81773,78524,76429,73333,71069,69830,67389,65739,2196916
126,65107,74164,77580,86971,64879,37175,62781,77942,80392,82726,94316,88137,88665,83057,87303,77827,78836,75931,91807,74142,76357,77678,74975,66243,69828,71567,62669,62281,73124,2184460
127,70139,82110,82835,90402,75217,31172,62315,82183,79362,93002,97264,92782,87829,88913,76756,94557,75478,74918,85632,83250,74529,65628,72431,75004,62708,78361,69760,65404,66974,2236915
128,72981,67144,77967,84001,89790,66197,32812,58770,73345,83843,91467,93999,106072,81607,84835,80727,76658,83848,72894,82531,71500,71563,70118,66603,64523,67938,72115,59045,67366,2172259
129,80676,81095,68801,80882,89212,98343,64766,31387,54298,70075,92562,94679,97671,87485,87136,79201,79992,84097,73616,79208,67382,73719,73028,79825,72383,65285,72312,63882,63950,2206948
130,77453,81936,87261,70012,84465,91556,91259,65738,26123,46341,94443,94899,88396,87868,78339,76961,84651,79536,78986,81472,76096,70183,62220,74585,70360,69759,73804,69739,58861,2193302
131,70126,76575,81053,84669,68968,75546,77905,80815,57132,26827,94772,93797,83894,94188,84577,78311,80893,83220,74414,73340,81562,74340,68710,80173,69383,65785,66864,62324,61433,2171596
132,39172,70423,74767,81651,88002,70909,71523,72637,72143,54456,95669,92195,98025,81449,85962,85817,81979,73583,72506,88127,71659,75327,71971,74095,64152,59836,74170,71758,56410,2170373
133,29732,61339,83230,99030,94517,64560,79848,91152,89029,63620,102308,86834,84530,86635,76076,82999,78260,70425,73780,71027,64980,62429,59311,59621,64397,65583,56650,62550,64761,2129213
134,59871,40768,75344,81624,100293,90551,66420,85591,89109,91201,103966,78451,92787,82340,76934,73982,74831,66988,78030,62918,64227,59732,63737,58743,63507,63487,58021,54777,54877,2113107
135,73634,59547,28070,69663,90187,91834,95647,70385,85824,93484,109192,85964,87451,84012,77137,69759,77661,68441,73461,71360,66178,64928,64663,63794,63442,61680,56236,61170,60918,2125722
136,73973,83394,62877,31026,69899,86475,90656,87614,71003,86665,102933,80223,87662,87932,85988,78699,75667,75123,70446,69408,70204,70124,66069,60886,61060,65265,60956,62721,61603,2136551
