node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
173,61897,69272,76496,66253,64011,59225,59425,63416,55048,57829,54202,51324,54484,40064,63176,58501,57152,52232,54614,1118621
174,61952,72032,72072,67690,64682,61625,60131,62819,62673,56195,59656,55043,48268,36380,41671,60044,63011,59955,55982,1121881
175,98927,83803,74346,66069,66309,61750,61505,62161,62263,57546,57787,57409,57895,40905,47761,46133,72004,66665,52539,1193777
176,84451,79170,72374,70057,72471,60948,63374,59230,61155,58570,58594,61491,51396,45831,49146,43812,47242,63200,53374,1155886
177,94508,82499,83279,84030,75299,76074,69960,66010,61992,65603,52785,56793,53341,42462,52061,43731,41480,50394,57099,1209400
178,92081,84047,93184,73576,78785,69281,66050,65265,67693,61422,62855,53979,48735,55853,42725,42902,36770,43108,72545,1210856
179,86516,96117,89240,85657,75659,73012,69880,63743,62590,63301,53689,51913,49690,43581,48333,39524,36793,46958,61999,1198195
180,98262,99679,95215,88773,75811,72889,74092,73838,55638,57549,54216,56127,54333,49956,48523,40046,36216,35139,41100,1207402
181,91483,97591,89340,71265,68939,77005,74536,65219,62394,62932,53788,58218,54065,71646,50519,45121,42981,39120,39491,1215653
182,48414,62157,62146,61011,66938,65465,60581,63235,58082,59189,56806,50178,51602,51504,42938,44079,48303,43061,47924,1043613
183,106046,74176,77065,71995,66533,73404,60661,64236,55594,58729,47981,47916,50080,70594,70730,58548,57080,54145,61690,1227203
184,70081,68237,69921,67452,66864,60929,67972,57438,56333,52566,47797,55653,48188,41695,60518,61890,52149,41730,43130,1090543
185,72554,75634,67531,62736,64103,65803,63972,57566,53903,54810,44468,51805,51628,47673,62871,49316,44439,47773,47433,1086018
186,67720,78149,81322,71374,71815,67564,59627,59948,58139,55346,52392,53109,50711,47441,59790,52265,51945,48175,39570,1126402
187,70527,77734,79730,70082,68993,69359,57237,54954,57032,52848,47641,47864,51824,40040,45651,52148,48391,47274,48773,1088102
188,92906,85849,75736,72666,65667,65846,62968,63543,58697,53636,54294,55708,53081,38139,45007,49434,56118,46073,49441,1144809
189,69627,80445,71654,68990,82270,68225,68158,64066,59835,57528,53413,48762,50112,40384,46955,42175,44604,41823,50539,1109565
190,85848,81770,83586,82918,66228,62728,63166,57681,56222,51776,52572,48376,45476,50278,53147,42812,42825,53472,47959,1128840
191,76088,71305,78753,67680,65046,64651,62989,58086,57701,56012,57764,53801,50315,57377,50214,40240,41915,35668,46608,1092213
192,80685,75049,77023,68759,70451,63765,66443,57253,59295,54161,53325,47374,47540,50911,45579,46466,41127,36234,52655,1094095
193,77704,64879,81001,77078,69411,66929,71468,61076,49009,58269,53728,44376,48404,46984,44508,46383,37168,40500,29791,1068666
