node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,total
202,6407,2690,2316,4390,4641,1470,1502,2993,3113,3843,1632,430,835,2001,2422,1661,2192,44538
203,8375,1096,3608,11470,7174,4934,6721,6029,4312,10925,6277,2250,1395,2051,6868,4739,4086,92310
204,6900,3177,10314,11866,6137,6443,4007,3528,8695,9799,7979,2085,1938,5196,3728,2627,6255,100674
205,6198,9255,7364,5620,10776,2498,6604,5355,7350,8488,8848,3206,1622,2972,2986,2671,4447,96260
206,10390,9430,5409,7969,4527,9570,6698,7689,7404,6266,11080,4865,639,917,679,6780,3316,103628
207,8740,7064,7700,4091,9089,5936,7747,10923,8750,5239,9478,3740,1940,1126,7141,8653,2219,109576
208,10435,3853,3075,3975,4578,8006,7961,4735,8794,5863,2075,1720,2852,1896,1311,2543,5831,79503
209,4430,5070,6828,5902,6090,6716,4694,2139,994,2559,4778,4801,4271,1361,1021,3573,497,65724
210,4035,5715,8212,13109,5282,9135,5776,13141,7686,8097,7907,11050,8983,4065,6230,5576,7096,131095
211,3183,10167,3758,4550,2612,2673,5039,2724,3593,3126,1816,1391,2050,2352,2387,2439,1257,55117
212,3323,3036,6103,4390,6529,8191,16344,6366,4104,4536,5607,347,2480,3681,1808,3352,3033,83230
213,12965,3311,3586,11216,6183,3030,2679,4910,5640,7867,8141,1199,1363,382,2185,2800,1116,78573
214,7650,6493,4479,7780,7258,6291,3990,4071,5906,10225,5233,648,5754,316,3047,1404,3105,83650
215,3210,10046,6239,4618,4388,7562,6564,9349,12113,10507,7532,607,6321,1161,5217,2969,4557,102960
216,4388,12846,1801,4282,10506,15755,11582,9026,6573,8583,14226,1863,6966,1310,2924,6492,4578,123701
217,12325,8432,5142,11550,7393,6563,10034,9270,5816,7247,11106,4593,887,6052,2187,7536,660,116793
218,3662,5918,5982,3239,4717,8381,4605,7346,6753,6655,4569,2697,2697,2370,4655,750,274,75270
219,8579,278,3934,1130,5198,4691,4239,3510,2214,2093,4795,2208,3922,1083,3177,4523,348,55922
220,6171,3322,4627,8971,6903,10724,9872,4376,3704,4197,6752,2072,3131,4207,4119,4623,1200,88971
221,1797,4611,1939,4892,3181,2192,6164,143,4389,3463,2368,180,2511,3593,945,1187,212,43767
222,3018,1249,8279,6899,3641,5786,7396,11188,6173,5052,6520,289,662,4954,5145,3060,4809,84120
223,8663,4503,6158,3377,8108,3667,7646,1006,4377,4671,813,930,588,6404,5705,2415,5429,74460
224,6456,2781,2095,3384,3929,10029,4634,5065,7972,4738,6605,3854,3103,1107,3820,1363,4256,75191
225,5232,5951,4797,10126,7621,6512,7190,9643,11812,4272,11490,5911,341,5254,2020,4786,3182,106140
226,4835,11821,1461,11021,9810,7843,7236,10839,4804,7012,5229,4728,1140,2383,4494,1598,2721,98975
227,2548,8239,4180,3176,13450,8996,7390,3941,4218,8951,2670,3086,1114,6722,1718,1197,2840,84436
228,3888,15384,10888,7319,5267,5239,5632,9132,11999,7605,4026,3331,2156,2235,3524,1284,993,99902
229,2442,1910,7185,5525,6410,6473,4585,8674,7270,7030,3302,6260,1231,1495,4444,932,481,75649
230,12498,3378,10433,7471,8863,3007,7399,5521,6026,4555,9116,8397,1247,1354,5299,5403,11410,111377
231,1867,4598,3582,2850,4410,5499,3719,4561,2348,6055,9770,1478,2852,1730,1783,2898,252,60252
232,9756,4390,11582,1242,1203,7570,6035,6052,7394,7749,7539,166,3124,4364,2534,5015,4101,89816
233,2273,4531,3144,4689,7072,6539,7317,3959,8158,5017,7772,7254,3311,3734,4028,3273,3894,85965
234,4431,3162,1377,10946,8570,6422,4307,10223,4817,3259,6900,9392,2351,1186,4039,950,2657,84989
235,3735,5043,2200,3963,10030,10459,6477,7329,2152,2778,1748,1510,7226,1973,5814,1807,81,74325
236,3931,5535,4630,2315,8687,1281,7919,4471,4035,5468,6413,212,2663,637,4287,4748,3767,70999
237,5279,8822,3382,6268,8047,7334,2182,5041,2487,2634,7522,1984,1916,4617,2010,2587,959,73071
238,3751,8284,8210,4107,7721,3044,4912,4747,4690,6523,5005,4107,3012,1312,5139,1307,3230,79101
239,9381,6414,9000,11319,8267,10937,8443,6576,12749,8945,11228,5770,2286,2895,3525,11864,11621,141220
240,3503,3677,4090,11528,6039,10066,11796,7977,10818,10466,8835,3355,4048,3298,3609,3555,2650,109310
241,2402,2835,2684,4732,4701,3124,2625,4887,911,7092,2588,2766,1663,368,2419,1707,574,48078
