node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,total
148,62148,74610,62800,61051,73350,72450,65077,60258,80669,83553,80988,81755,70559,66972,67047,66044,55219,61481,63981,61809,58331,55212,56576,50731,54057,1646728
149,69756,60374,73104,64918,63609,72333,69965,66124,86376,80755,82682,74957,67240,67849,67912,65102,63852,58340,67108,68352,58970,59734,57573,55548,58880,1681413
150,56894,60278,67841,56619,56250,69795,66354,67202,80209,73630,77172,75979,75171,71216,66979,68000,72648,63979,60408,64105,61814,56494,57652,58188,59873,1644750
151,64700,59146,64009,75703,62153,60633,68204,65496,71008,72756,68405,71073,73558,72130,84721,61529,67260,66767,61534,61285,58335,57513,53424,54657,58019,1634018
152,65809,68140,61598,63525,72236,60984,61953,67501,74237,77699,72341,71029,83602,71492,68010,64823,62514,65027,59446,62244,58794,62489,53856,55995,57508,1642852
153,63033,76750,55191,61405,76563,58618,65050,73318,89175,72894,72599,75915,74511,67922,62607,58823,61825,52176,54964,56047,53853,56750,48784,53134,48436,1590343
154,62968,63844,73349,56168,66670,67351,64167,62053,72798,69801,70774,69978,69962,68395,62935,60703,58375,68094,60642,52469,54274,58717,53130,45354,56139,1569110
155,60560,66899,71532,72219,55231,58627,58585,59532,73605,72861,69116,70740,69572,71329,58859,66970,60439,61655,59033,56196,51881,55524,50855,52784,53699,1558303
156,60693,69971,71023,79680,58733,63437,67419,71768,73656,67032,72759,62700,78754,65777,56253,61791,53629,53781,52681,60631,57020,54095,52476,51687,52087,1569533
157,67418,59282,72753,70679,70641,61516,59410,64762,79360,69059,67039,63765,71333,65725,71778,59673,50880,57198,59382,58146,56481,51291,55746,54756,52036,1570109
158,60812,61305,66287,73281,70906,56638,60452,64158,79043,69670,71160,68601,67043,66070,69583,58636,67227,60959,59280,52964,55060,54254,52224,55678,54684,1575975
159,63315,59803,66960,71199,75071,59006,62624,67759,75503,74368,69797,72584,63065,63857,63448,62203,65596,55871,64348,55498,48521,53950,56927,56843,54992,1583108
160,57585,63659,68974,71492,72246,62206,64897,69501,83307,75964,75436,81273,64206,61989,66083,61190,65836,53748,60358,57822,56363,53172,56907,53929,56444,1614587
161,60235,57891,55842,66819,67874,70442,57052,59056,77670,74485,76805,74176,67913,65070,64368,59962,57851,60891,57506,60767,59317,59855,49138,63354,55310,1579649
162,63218,68763,60014,60880,67525,67467,66322,57235,81286,71737,72429,75271,72879,62861,62860,60817,59511,59533,61329,60936,54181,59740,55899,60751,51356,1594800
